taxa,PC1,PC2,PC3
W10004_0290/PHK76,-46.7866674709339,51.1699077181654,32.9350348310519
W10004_0498/PHK76,-19.844951460882,10.2635815447762,-12.4010729240936
W10004_0884/PHK76,-25.7021779780486,25.8126204424208,-52.9715074126867
W10004_0037/PHK76,-47.7047563876152,55.3583428415768,7.18867226773739
W10004_0065/PHK76,-24.1551512677405,-16.3969764126176,7.8305077399037
W10004_0103/PHK76,-8.66280242724078,-50.0573180614507,29.2908625872927
W10004_1007/PHK76,-18.9785335392273,-39.3349331286452,-21.7978145147068
W10004_0168/PHK76,-2.20248651473834,-91.4832522219502,0.0176535810534144
W10004_0950/PHK76,-35.0515007770071,-0.0838341542411648,-28.5121938052642
W10004_0080/PHK76,-4.36064966798244,-15.921456435737,59.3045299850085
W10004_1112/PHK76,-4.32829087741606,47.5610251256377,37.2921923306107
W10004_0827/PHK76,-40.789164628981,10.2474116094664,-25.1127354934053
B37/OH43,211.24757359289,139.52580676459,120.430863321723
W10004_0079/PHK76,-41.4858847442445,27.8392992718512,30.2785793783224
W10004_0264/PHK76,-46.9170878707137,51.2953249157958,1.61443081275001
W10004_0062/PHK76,-30.4442159158274,27.2194714228507,-17.0603313372156
W10004_0199/PHK76,-48.4865811483016,35.887851422409,37.3505673609255
W10004_0632/PHK76,-26.0902739387932,-34.6236047677336,-6.66354047223168
W10004_0649/PHK76,-20.7375058443235,10.4290657719606,-67.2949785853449
W10004_0949/PHK76,-29.5213597097553,-20.2997975861709,-5.65681840400466
F42/H95,266.360568268957,-118.096625816511,28.5077772044698
W10004_0041/PHK76,-28.9317153079653,23.6154905136812,27.179855290018
LH82/TX779,271.161959242797,49.9974187163687,-60.9494527807269
W10004_0389/PHK76,-17.0206741103334,1.14613597292291,-86.4143449296901
TX773/TX779,257.800569051097,31.7135980408296,-23.8989964361364
W10004_0782/PHK76,-25.9610168767355,-23.2129392937405,25.7267902567337
W10004_0879/PHK76,-28.802449751155,-24.2715176485743,-39.3748320233216
W10004_0179/PHK76,-54.3571155220129,29.7082592106299,-12.8875643285186
W10004_0430/PHK76,-29.038049891056,14.5652610239794,15.1176817897898
W10004_0741/PHK76,-36.7870398633224,12.1748211489423,-26.4276307441567
W10004_0822/PHK76,-25.473509574229,-27.8207235329973,1.87389025205184
W10004_0271/PHK76,-46.7287323102286,5.55657904024258,-23.908073448435
W10004_0892/PHK76,-53.6172297574243,-29.4793468682337,-13.8416281720203
W10004_0966/PHK76,-28.8956144003382,-19.2163846992037,-25.3299350668518
W10004_0732/PHK76,-35.373748639787,7.82581542344513,-6.46620378024005
W10004_0798/PHK76,-28.596810013455,-5.26072157136745,-32.0480963744812
W10004_0078/PHK76,-29.7348115923771,-6.20015410959626,-8.43175322563434
W10004_0129/PHK76,-41.2023642666817,0.119103678475074,-10.1976782342981
B73/PHN82,308.184555111554,-60.4373740679034,-125.143321852316
W10004_0631/PHK76,-19.101253802496,-39.0819916732485,-10.0033191938843
W10004_1018/PHK76,-40.8736420007877,25.4180368785507,8.15931475999386
W10004_0256/PHK76,-0.732360561796176,-21.3696550053278,17.0297678023842
W10004_0688/PHK76,-4.98621234290058,-10.7019251522475,42.99673253952
W10004_1140/PHK76,-24.1605422575327,-15.7984131819954,23.754634968872
W10004_1001/PHK76,-44.3611785777369,19.0573703918249,-32.6173474052585
W10004_0715/PHK76,-47.3656388952627,45.0162622888788,-4.62605718462141
W10004_0220/PHK76,-12.2188084279067,35.3867096454109,56.9185093926442
W10004_0008/PHK76,-8.94884666544683,-0.577422136201633,67.9781275582206
LH74/PHN82,275.755214435333,24.0890887331927,-171.25435499635
W10004_0098/PHK76,-57.4016692710684,31.9672363801067,-26.7983965374771
W10004_0032/PHK76,-21.761894137383,-6.22458649723549,-5.31373102994005
W10004_0885/PHK76,-50.191746677636,8.93146391730543,13.8259703361791
B14A/H95,236.567746424671,24.7496488626232,42.2563586456795
W10004_0093/PHK76,-13.0830373310311,-32.5937094842803,11.1474494118025
W10004_0776/PHK76,-30.6221035258706,-29.7491023405308,30.6827399591951
W10004_0828/PHK76,-23.0874029855896,-21.0064926129911,-20.7601211403805
W10004_0981/PHK76,-21.3949373763401,33.6284429437642,25.6894752678416
W10004_0636/PHK76,-32.4366819017633,-7.93511531724916,18.6853270769572
W10004_0110/PHK76,-37.7517786409954,22.8009678479469,-45.3711641067853
W10004_0733/PHK76,-41.5491115023321,3.46318336951251,-27.8404291436655
W10004_0465/PHK76,-20.4005517281026,35.219866129693,-20.3863006510184
W10004_0774/PHK76,-45.4026112786603,21.7098902292711,-6.97379631294655
W10004_0047/PHK76,-8.53088355286948,-26.4208290951054,5.44653912312805
W10004_0687/PHK76,-17.1826919095802,-39.7391412018097,-9.58918367423581
W10004_0852/PHK76,-56.2649808035671,29.8690810506546,-0.127885062775817
W10004_0014/PHK76,-30.2662842748162,-11.2544529748011,31.7276806160191
W10004_0667/PHK76,-21.1407778524467,28.950126258234,1.27280348644224
W10004_0684/PHK76,-32.0781544007972,-7.45178453405518,-45.2851620059818
W10004_0409/PHK76,-11.607122920024,-35.5356827209626,-41.6351193159541
W10004_0291/PHK76,-35.1084278634784,14.9417610983415,36.2119621839874
W10004_0691/PHK76,-28.6391824535867,31.3069458029166,-46.200186786936
W10004_0189/PHK76,-44.6217884619761,41.8717975378918,-21.6811753975449
W10004_0932/PHK76,-46.6629270680696,14.8562328287723,9.14235219617845
W10004_0231/PHK76,-5.90357311522126,-70.5824523646577,-4.88609692572235
W10004_0487/PHK76,-32.2067120918808,56.07876514589,28.2671223770192
W10004_1052/PHK76,-23.4059387099706,-5.34543304187461,-59.788219929936
W10004_1080/PHK76,-13.734176169911,-34.6522733911848,-1.82877813688664
W10004_0618/PHK76,-42.6917378837053,0.143514476233963,-30.7902176036765
W10004_0851/PHK76,-31.0577789933637,-6.97255037597351,10.926622178361
W10004_0673/PHK76,-38.3667603467118,25.227178335965,41.2510795156242
W10004_0612/PHK76,-30.8381909391309,2.6732917274228,20.3026137243024
W10004_0171/PHK76,-11.7743197413969,34.5940437707343,58.050351297047
W10004_0063/PHK76,-43.6033395763084,31.9241521909629,38.8984864541364
W10004_0101/PHK76,-30.17532130543,14.156987720377,-78.3631896682238
W10004_0970/PHK76,-28.5355520304395,19.2981661550349,10.3395410853365
W10004_0900/PHK76,-17.3030645691775,-4.51039307821651,-60.8897282003778
W10004_0971/PHK76,-30.7062765870141,-3.20932051120647,-5.43554323087118
W10004_1084/PHK76,-14.9150434935771,-0.84422688819376,38.673832403335
W10004_0236/PHK76,-28.2545395188934,24.7492413733933,25.6186399621458
W10004_0757/PHK76,-30.8571533708194,-25.2933484785755,31.0717479499933
W10004_0645/PHK76,-25.1066149769966,-25.7684660189443,-14.2558895229246
W10004_1004/PHK76,-30.6992899426917,-19.8629403847655,-4.21261027035572
W10004_1105/PHK76,-55.8137828767518,32.4242660467372,-16.6033196535652
W10004_0614/PHK76,-22.8423424047236,-12.989410182815,44.0514430514162
W10004_0768/PHK76,-15.8362736915541,-10.7027341001733,-32.7637963576697
W10004_0501/PHK76,-15.7917344694224,50.472724233134,15.2393296287389
W10004_0969/PHK76,-42.0688307246972,1.91001083627932,-34.8175445104597
W10004_0792/PHK76,-34.1888993694189,10.5623562835042,12.5219144221835
W10004_0624/PHK76,-33.3956839839959,1.47877669326779,-31.7670219731326
W10004_0799/PHK76,-29.1506763935596,-27.5762551953984,9.79278564750203
W10004_0680/PHK76,-26.793644720429,-19.3310858752289,1.69915555724744
W10004_0784/PHK76,-37.6951742182003,-26.0481780441919,-26.4534743408583
TX714/TX779,298.55695475586,-151.959666536298,-9.40439463152396
W10004_0661/PHK76,-55.9358616430421,53.3994272148026,19.931426199766
W10004_0756/PHK76,-47.4730360989588,-3.8239830151346,17.5666600019964
W10004_0814/PHK76,-6.45261595026293,-22.2309843121714,51.611889544875
W10004_0006/PHK76,-36.3666428123438,-1.7401834147874,-21.6775369421109
W10004_0119/PHK76,-25.7554531530059,-26.0378084325184,-14.0068610371092
W10004_0178/PHK76,-18.5999999158351,-25.3886338208525,-13.4143477314232
W10004_0922/PHK76,-44.1310211402963,44.1017063976633,3.46317275335238
W10004_0974/PHK76,8.79284406044129,-55.8897353025871,-17.7463754137565
W10004_0702/PHK76,-34.1741225030438,16.9301103805074,-22.4877982491453
W10004_0010/PHK76,-47.4248118099623,50.2572733280352,25.5909351482735
W10004_0212/PHK76,-4.4070578751226,4.39704570806805,13.8969962944111
W10004_0896/PHK76,-45.4525200437054,13.6055877578324,18.9698534222145
W10004_0203/PHK76,-49.164368745987,16.1616204666691,-9.49207266647973
W10004_0346/PHK76,-46.7411781143916,7.63724405439602,-9.499945812046
W10004_0787/PHK76,-32.7248024228162,-26.4636602364713,47.9381903707803
W10004_0116/PHK76,-14.957703084907,-3.13574994158013,21.95596003056
W10004_0396/PHK76,-38.8555519246881,37.2594855475169,19.2730181228351
W10004_0637/PHK76,-35.7500268112581,30.197076583346,14.5945959387295
W10004_0745/PHK76,-39.5790449305286,24.2462267808174,-19.8238541211179
W10004_0505/PHK76,-29.1627715454479,42.0151892714278,36.2430528665358
W10004_0097/PHK76,-37.7877463025824,18.718076386022,-16.1937153539406
W10004_0467/PHK76,-19.8066945866234,-7.10243148054001,10.8756548045189
W10004_0807/PHK76,-33.0149375688071,-29.8370910280598,-34.368314470992
W10004_0963/PHK76,-36.2544041022117,15.0523724642746,0.444221486786961
W10004_0217/PHK76,-38.287586830573,74.5118646750717,61.5380754703398
B73/MO17,253.753983688695,-116.438367377425,101.397146404962
PHG39/PHN82,266.552843645483,161.351944805183,-135.076607191527
W10004_0843/PHK76,-34.7735609559885,20.1903768686623,-38.8121216807895
W10004_0197/PHK76,-52.9452048053057,1.35723940761842,-37.2424044312216
W10004_0474/PHK76,-31.2517229168138,55.6452216707992,26.2696021289996
LH195/TX779,322.582429083676,-92.7059680815054,14.4167907950343
W10004_0306/PHK76,-33.8541637675582,-8.54189442339031,-13.2950943861172
W10004_0943/PHK76,-50.7378715797166,22.9851017500395,22.206086136438
W10004_0309/PHK76,-12.4523916572443,29.0690988708029,47.897726506085
W10004_0427/PHK76,-15.066081873215,-39.6391724196285,21.1915664655292
W10004_0819/PHK76,-39.3674431439469,36.4540774292144,-5.63886711892743
W10004_0192/PHK76,10.9875082361791,-73.5336018909648,45.1309453032234
W10004_0996/PHK76,-21.5985170649465,-33.517207129055,15.7698945862041
W10004_0783/PHK76,-26.3704635072677,-9.78731611919435,-8.63108015543512
W10004_0840/PHK76,-31.755009685356,21.6242599091716,-9.98784899702679
W10004_0848/PHK76,-9.00159088740299,-61.5520030839184,34.2500063710809
W10004_0707/PHK76,-27.7630603633117,-17.2406277691986,-29.516605388442
W10004_0935/PHK76,-24.2273306066325,2.02320520676023,-8.28060219676736
W10004_0073/PHK76,-38.1907636712461,-34.0353033854769,-66.7012100685273
W10004_0914/PHK76,-29.0842648135547,-36.2886346375837,-27.8555208956219
B37/MO17,218.154133659241,141.385482915021,189.369334790326
W10004_0913/PHK76,-17.4339091783535,-13.3137940894035,20.8514926132288
W10004_0045/PHK76,-13.4626498584506,-1.05980838871674,67.2966280940923
TX777/LH195,290.09401660484,-53.99131908089,30.6498599472937
W10004_0953/PHK76,-16.9847029366896,2.78570919868483,-26.7151045351273
F42/OH43,246.914364217799,-120.333386097049,31.214131194849
W10004_0115/PHK76,-30.0910846108616,-25.7154083487921,-54.6528772645296
W10004_0806/PHK76,-36.3315463724758,-34.095318683093,-6.35459063506644
TX779/LH195,322.582429083676,-92.7059680815054,14.4167907950343
W10004_0224/PHK76,-21.7328145301539,2.26058285696707,14.2637192523589
W10004_0068/PHK76,-1.13328977454389,-79.0038752354236,-11.1791844474559
W10004_0403/PHK76,-15.9469976543534,-16.7566603952602,0.702241921501613
PHW52/PHN82,282.748246220772,103.247502386345,-145.86014679176
W10004_1063/PHK76,-38.0624154169426,-8.67741680116087,-35.633106476681
W10004_0965/PHK76,-35.3757064815076,10.0105354676062,-8.05698695198537
W10004_0760/PHK76,-47.0895486179228,2.80947331209835,-3.96490062605914
W10004_0154/PHK76,-46.2830474280804,56.1071348821065,43.1969604342383
W10004_0729/PHK76,-22.648943928856,-12.3855682119,33.4171357970577
W10004_0795/PHK76,-24.8817899671357,-19.6664631030029,-55.624861095853
W10004_0092/PHK76,-17.4625815348617,-44.6550362679272,-25.4622772344461
W10004_0381/PHK76,-29.1989971358921,7.55669311340872,-10.2061158717245
W10004_0837/PHK76,-42.8295862850847,19.2579232216815,12.5719414558462
W10004_0830/PHK76,-26.0874342154531,21.0822102590858,18.6707286124208
W10004_0800/PHK76,-45.8649245088129,-4.95015311062125,-34.7726913478959
W10004_0650/PHK76,-29.0582188386411,-12.2281050597419,9.36812655703888
W10004_0095/PHK76,-40.2226381068405,5.63007224917391,35.1768289344818
PHW52/PHM49,247.034589077594,65.0617601357877,-65.2096477469206
W10004_0754/PHK76,-20.1866783153743,-20.020124240354,-20.2378715881858
W10004_0292/PHK76,-14.9003950464541,-31.7472457423004,11.2832485739212
W10004_0727/PHK76,-25.394564194474,-35.988464379681,-7.0572948959477
W10004_0930/PHK76,-35.084550721165,0.385509534697066,-3.02682242844003
W10004_1002/PHK76,-33.3068712481771,19.3027883152359,12.3179598099898
W10004_0194/PHK76,-25.5660126317264,29.4239047014907,24.7871921085934
W10004_0383/PHK76,-25.7361963165624,32.2006228232704,28.6984059633292
W10004_0106/PHK76,-38.6138483638707,27.1051946852197,-40.8318711643289
W10004_0148/PHK76,-26.3219983769081,38.6222261119901,32.2292277167973
W10004_0380/PHK76,-2.30518555703,-37.0624658908066,16.2135002064384
W10004_0916/PHK76,-24.1439513860965,-35.4041070176535,-24.3272502343512
W10004_0704/PHK76,-46.1191477097571,0.483568500673457,13.1507680043147
W10004_0877/PHK76,-22.7759834036647,-9.0101621560412,-3.95968487910649
W10004_0751/PHK76,-26.4177328584928,-16.0734581823868,31.2881574617336
W10004_1037/PHK76,-43.7286131680776,-11.8564924024966,-23.9996556686349
B73/PHM49,272.230762037585,-98.3562390423863,-44.1507142788779
W10004_0713/PHK76,-16.7458794499143,-6.48168106666649,-35.8941507149814
W10004_0868/PHK76,-31.3090337241991,-38.7652728460186,-16.319189593814
W10004_0055/PHK76,-25.2130983684242,-20.3483309842303,-34.2949858609332
W10004_0031/PHK76,-18.4553020838292,-25.5748651877667,59.1994435917767
W10004_0794/PHK76,-27.4723039915086,-6.84742665714142,41.3159657472433
B73/TX779,301.60635981699,-172.013288088213,-9.16357787828952
W10004_1020/PHK76,-55.5618180455675,21.648134726594,-15.4444171111257
PB80/TX779,292.644617013433,-148.777630988309,-12.5075635912049
W10004_0140/PHK76,-27.3928177027165,-33.8496291116793,-49.1163182640122
W10004_0242/PHK76,-18.753165660378,20.1405974411996,38.8171072983868
W10004_0685/PHK76,-43.1600867205357,4.57631837070931,-27.2446770443256
W10004_0646/PHK76,-24.0356293839286,-9.8366094409674,45.5301251580177
W10004_0070/PHK76,-9.32512613851253,-55.3071814038389,31.5699471457187
W10004_0982/PHK76,-26.6338825319843,-3.71991761197676,-19.2462993157961
W10004_0815/PHK76,-27.9050299784158,1.02074342109385,9.25265900940182
W10004_0928/PHK76,-46.2533383161666,3.36377456691479,10.1899792173288
